Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID
564,Mondelez International,Consumer staples,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,63384,"CHF 61,000 from multinational snack food and beverage company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",donor-254,XM-DAC-21018
333,Mondi plc,Industrials,United Kingdom,World Food Programme (WFP),cash,paid,1095290,Donation from multinational paper and packaging group. ,"Bilateral - recipient report
[Confirmed email 17-Apr-22]",donor-255,XM-DAC-41140
334,Mondou,Consumer discretionary,Canada,Canadian Red Cross Society,cash,pledged,79000,"Corporate giving program. Showing its solidarity with the people affected by the conflict in Ukraine, Mondou announced it will be donating $100,000 to the Canadian Red Cross’s Relief Fund: Humanitarian Crisis in Ukraine. CAD 100000.","Public reporting
[x]",donor-256,recipient-19
335,Moody's Foundation,Financials,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,250000,"Company-sponsored foundation. Moody's Foundation donated $250,000 to the International Rescue Committee (IRC) to support humanitarian relief efforts in the Ukraine. Moody’s donation will help provide food, medical care and emergency supplies to refugee families. Moody's Foundation is double matching all employee gifts supporting Ukraine relief efforts to approved nonprofits. USD 250000.","Public reporting
[x]",donor-257,US-EIN-13-5660870
336,Moose Toys,Consumer discretionary,Australia,Save the Children [NGO],cash,pledged,100000,Donation to Save the Children's Ukraine Relief Fund.,"Public reporting
[x]",donor-258,GB-COH-213890
337,Morrison & Foerster Foundation,Financials,United States of America,Benevolent Healthcare Foundation [NGO],cash,pledged,15000,"$15,000 to Project C.U.R.E., which is distributing donated medical equipment and supplies to Ukrainian hospitals in Kyiv, Lviv, Odessa and other affected cities; ","Public reporting
[x]",donor-259,recipient-13
338,Morrison & Foerster Foundation,Financials,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,17000,"The Morrison & Foerster Foundation is donating just under $17,000 to the International Rescue committee, which is on the ground in Poland aiding displaced families; ","Public reporting
[x]",donor-259,US-EIN-13-5660870
339,Morrison & Foerster Foundation,Financials,United States of America,World Central Kitchen [NGO],cash,pledged,15000,"$15,000 to World Central Kitchen, which provides meals for displaced Ukrainian families in Poland and Romania.","Public reporting
[x]",donor-259,recipient-136
340,Morrison Supermarkets,Consumer staples,United Kingdom,Disasters Emergency Committee (DEC) [NGO],cash,pledged,330000,"Corporate giving program. Morrison Supermarkets is donating £250,000 to the Disasters Emergency Committee (DEC) Ukraine Appeal. These funds will support those affected by the conflict, providing food, water, shelter, healthcare and protection. GBP £250,000.","Public reporting
[x]",donor-260,GB-CHC-1062638
341,MSA Safety,Industrials,United States of America,FIRE AID [NGO],cash,pledged,400000,"Corporate giving program. MSA Safety Incorporated announced the donation of more than $400,000 of safety equipment to Ukrainian firefighters. This donation is made in partnership with FIRE AID, a UK-based non-profit organization that facilitates the donation of fire and rescue equipment around the world. USD 400000.","Public reporting
[x]",donor-261,recipient-35
342,MSD,Health care,United States of America,[multiple or not specified],cash,pledged,65000000,"Cash and product donations including delivery of molnupiravir, proventil, tienam IV/primaxin, keytruda to the Government of Ukraine and Direct Relief plus cash donations to the American Red Cross, Direct Relief, IMC, Project HOPE, and others.","Public reporting
[https://www.msd.com/news/update-on-our-support-for-ukraine/]",donor-262,recipient-1
343,NanoTemper Technologies,Information technology,Germany,Ukraine Humanitarian Fund (UHF),cash,paid,13508,"Donation of  €12,500 from German technology company. ","Bilateral - recipient report
[Confirmed email 5-Apr-22]",donor-263,recipient-113
344,NCR Foundation,Industrials,United States of America,United Nations Children's Fund (UNICEF),cash,pledged,200000,"Corporate giving program. NCR Foundation has pledged a $200,000 donation to UNICEF to support standing up Blue Dot centers and purchase needed supplies to meet the needs of Ukraine refugees. USD 200000.","Public reporting
[x]",donor-264,XM-DAC-41122
345,Neptune Energy,Energy,United Kingdom,International Committee of the Red Cross (ICRC),cash,pledged,1000000,Corporate giving program. Neptune Energy announced it will donate $2 million to support humanitarian efforts to aid the people of Ukraine. The donation will be shared equally between emergency appeals by the International Committee of the Red Cross and the International Rescue Committee. USD 1000000.,"Public reporting
[x]",donor-265,XM-DAC-21016
346,Neptune Energy,Energy,United Kingdom,International Rescue Committee (IRC) [NGO],cash,pledged,1000000,Corporate giving program. Neptune Energy announced it will donate $2 million to support humanitarian efforts to aid the people of Ukraine. The donation will be shared equally between emergency appeals by the International Committee of the Red Cross and the International Rescue Committee. USD 1000000.,"Public reporting
[x]",donor-265,US-EIN-13-5660870
347,Nestlé Nespresso S.A.,Consumer staples,Switzerland,GlobalGiving [NGO],cash,pledged,250000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",donor-266,US-EIN-300108263
348,Nestlé S.A.,Consumer staples,Switzerland,GlobalGiving [NGO],cash,pledged,250000,"Donation to the GlobalGiving Ukraine Crisis Relief Fund, made as part of the Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",donor-267,US-EIN-300108263
565,Nestlé S.A.,Consumer staples,Switzerland,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,654754,"CHF 630,126 from multinational food giant.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",donor-267,XM-DAC-21018
349,New York Life,Financials,United States of America,Save the Children [NGO],cash,pledged,150000,"Corporate giving program. New York Life will be allocating $150,000 to Save the Children, which is providing children and their families in Ukraine with immediate on-the-ground aid, including food, water, hygiene kits, psychosocial support, and cash assistance.  USD 150000.","Public reporting
[x]",donor-268,GB-COH-213890
350,New York Life,Financials,United States of America,United Nations Children's Fund (UNICEF) USA,cash,pledged,150000,"Corporate giving program. New York Life will be allocating $150,000 to UNICEF, which is supporting child and family protection support hubs located at key migration routes, providing safe water, nutrition, healthcare and education to those affected by the conflict in Ukraine. USD 150000.","Public reporting
[x]",donor-268,recipient-126
351,Newmont Corporation,Materials,United States of America,[multiple or not specified],cash,pledged,500000,"Reserved to help support Ukrainian refugees as they arrive and need to be settled in Colorado, USA.","Bilateral - donor report
[Confirmed email 5-May-22]",donor-269,recipient-1
353,Newmont Corporation,Materials,United States of America,American Red Cross,cash,pledged,127110,Employee fundraising campaign plus double matching.,"Bilateral - donor report
[Confirmed email 5-May-22]",donor-269,recipient-7
352,Newmont Corporation,Materials,United States of America,American Red Cross,cash,pledged,3000000,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. ,"Bilateral - donor report
[Confirmed email 5-May-22]",donor-269,recipient-7
354,Newmont Corporation,Materials,United States of America,International Medical Corps (IMC) [NGO],cash,pledged,1000000,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. ,"Bilateral - donor report
[Confirmed email 5-May-22]",donor-269,recipient-56
355,Newmont Corporation,Materials,United States of America,Project C.U.R.E. [NGO],cash,pledged,500000,Part of a $5 million commitment to support humanitarian aid for those affected by the war in Ukraine. ,"Public reporting
[https://newmont.com/investors/news-release/news-details/2022/Newmont-Contributes-5-Million-to-Support-Humanitarian-Efforts-in-Ukraine-strong/default.aspx]",donor-269,recipient-88
356,Nike Foundation,Consumer discretionary,United States of America,[multiple or not specified],cash,pledged,1000000,1 million dollars to UNICEF and International Rescue Committee. Also working with Good360 on the distribution of product donations to those affected. ,"Public reporting
[https://www.business-humanrights.org/en/latest-news/nike-statement/]",donor-270,recipient-1
357,"Nissan Motor Co., Ltd.",Industrials,Japan,[multiple or not specified],cash,pledged,1088220,1 million Euros to the Red Cross and other non-profit organizations to support ongoing emergency activities. ,"Public reporting
[https://global.nissannews.com/en/releases/220307-00-e]",donor-271,recipient-1
358,"Nissan Motor Co., Ltd.",Industrials,Japan,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,538795,"CHF 511,237 from Nissan Europe","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",donor-271,XM-DAC-21018
359,Norton Rose Fulbright,Financials,United Kingdom,Canadian Red Cross Society,cash,pledged,100000,Donation from international law firm headquartered in London.,"Public reporting
[x]",donor-272,recipient-19
360,Norton Rose Fulbright,Financials,United Kingdom,Save the Children [NGO],cash,pledged,200000,Donation from international law firm headquartered in London.,"Public reporting
[x]",donor-272,GB-COH-213890
361,Novartis AG,Health care,Switzerland,International Committee of the Red Cross (ICRC),cash,pledged,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. ,"Public reporting
[https://www.novartis.com/news/novartis-condemns-war-ukraine-and-commits-supporting-humanitarian-efforts]",donor-273,XM-DAC-21016
362,Novartis AG,Health care,Switzerland,International Rescue Committee (IRC) [NGO],cash,pledged,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. ,"Public reporting
[https://www.novartis.com/news/novartis-condemns-war-ukraine-and-commits-supporting-humanitarian-efforts]",donor-273,US-EIN-13-5660870
363,Novartis AG,Health care,Switzerland,Save the Children [NGO],cash,pledged,1000000,Novartis is committed to helping the humanitarian effort in Ukraine and will make an initial donation of USD 3 million to be shared between three humanitarian organizations. ,"Public reporting
[https://www.novartis.com/news/novartis-condemns-war-ukraine-and-commits-supporting-humanitarian-efforts]",donor-273,GB-COH-213890
364,Novelis Corporation,Industrials,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,300000,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million.","Public reporting
[https://novonordiskfonden.dk/en/news/novo-nordisk-foundation-grants-dkk-50-million-to-strengthen-emergency-relief-efforts-in-response-to-the-conflict-in-ukraine/]",donor-274,XM-DAC-21016
365,Novo Nordisk Foundation,Energy,Denmark,Danish Red Cross,cash,pledged,3695117,"DKK 50 million donation from pharmaceutical-company linked foundation distributed as follows: Danish Red Cross DKK 25 million, UNHCR DKK 10 million, Danish Refugee Council DKK 10 million, UNICEF Denmark DKK 4 million and Human Rights Watch DKK 1 million.","Public reporting
[https://novonordiskfonden.dk/en/news/novo-nordisk-foundation-grants-dkk-50-million-to-strengthen-emergency-relief-efforts-in-response-to-the-conflict-in-ukraine/]",donor-275,DK-CVR-20700211
